CCD,PDB,nuc_len,prot_len,split,json
UMS,3BM0,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3BM0/UMS_3BM0.json
UMS,3C3Z,46,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3C3Z/UMS_3C3Z.json
UMS,3C5D,46,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3C5D/UMS_3C5D.json
UMS,3C7R,46,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3C7R/UMS_3C7R.json
UMS,3DW6,27,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3DW6/UMS_3DW6.json
UMS,3DW7,27,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3DW7/UMS_3DW7.json
UMS,3FA1,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3FA1/UMS_3FA1.json
UMS,3HGD,16,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3HGD/UMS_3HGD.json
UMS,3K18,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3K18/UMS_3K18.json
UMS,3KQ8,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3KQ8/UMS_3KQ8.json
UMS,3LTU,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3LTU/UMS_3LTU.json
US2,3HG8,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/US2/3HG8/US2_3HG8.json
US2,3IKI,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/US2/3IKI/US2_3IKI.json
USM,3EY1,12,137,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/USM/3EY1/USM_3EY1.json
USM,3EY2,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/USM/3EY2/USM_3EY2.json
USM,3EY3,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/USM/3EY3/USM_3EY3.json
USM,4OPK,12,133,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/USM/4OPK/USM_4OPK.json
XUA,3IFF,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/XUA/3IFF/XUA_3IFF.json
XUA,4IUF,9,77,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/XUA/4IUF/XUA_4IUF.json
ZDU,1Z5T,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/ZDU/1Z5T/ZDU_1Z5T.json
ZDU,2QEF,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/ZDU/2QEF/ZDU_2QEF.json
