CCD	PDB	Nucleotide	Has_Protein	Category	JSON
PST	8H0L	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PST/8H0L/PST_8H0L.json
PSU	3CGP	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PSU/3CGP/PSU_3CGP.json
PSU	3CGQ	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PSU/3CGQ/PSU_3CGQ.json
PSU	3CGR	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PSU/3CGR/PSU_3CGR.json
PSU	3CGS	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PSU/3CGS/PSU_3CGS.json
PSU	4PCJ	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PSU/4PCJ/PSU_4PCJ.json
S2M	2AXB	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/S2M/2AXB/S2M_2AXB.json
S6G	6IYQ	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/S6G/6IYQ/S6G_6IYQ.json
SC	1D97	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SC/1D97/SC_1D97.json
SC	7LYT	DNA+RNA	Yes	DNA+RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SC/7LYT/SC_7LYT.json
SC	9IZR	DNA+RNA	Yes	DNA+RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SC/9IZR/SC_9IZR.json
SC	9IZS	DNA+RNA	Yes	DNA+RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SC/9IZS/SC_9IZS.json
SMT	1MLX	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SMT/1MLX/SMT_1MLX.json
SRA	8G90	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SRA/8G90/SRA_8G90.json
SRA	8G91	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SRA/8G91/SRA_8G91.json
SSU	357D	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/357D/SSU_357D.json
SSU	3IEM	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/3IEM/SSU_3IEM.json
SSU	7EZ2	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/7EZ2/SSU_7EZ2.json
SSU	7YG9	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/7YG9/SSU_7YG9.json
SSU	7YGA	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/7YGA/SSU_7YGA.json
SSU	7YGB	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/7YGB/SSU_7YGB.json
SSU	7YGC	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/7YGC/SSU_7YGC.json
T32	290D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T32/290D/T32_290D.json
T38	410D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T38/410D/T38_410D.json
T39	411D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T39/411D/T39_411D.json
T48	291D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T48/291D/T48_291D.json
T49	233D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T49/233D/T49_233D.json
T5O	3IJK	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T5O/3IJK/T5O_3IJK.json
T5O	3LTR	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T5O/3LTR/T5O_3LTR.json
TCP	1TEZ	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/TCP/1TEZ/TCP_1TEZ.json
TDY	2WQ6	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/TDY/2WQ6/TDY_2WQ6.json
TDY	2WQ7	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/TDY/2WQ7/TDY_2WQ7.json
TFE	1Y8L	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/TFE/1Y8L/TFE_1Y8L.json
U23	7JJU	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U23/7JJU/U23_7JJU.json
U31	1D9H	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U31/1D9H/U31_1D9H.json
U33	2GRB	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U33/2GRB/U33_2GRB.json
U36	468D	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U36/468D/U36_468D.json
U36	469D	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U36/469D/U36_469D.json
U36	470D	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U36/470D/U36_470D.json
U36	471D	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U36/471D/U36_471D.json
U37	6WRE	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U37/6WRE/U37_6WRE.json
UCL	1IDW	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/1IDW/UCL_1IDW.json
UCL	4GQD	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/4GQD/UCL_4GQD.json
UCL	4GSG	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/4GSG/UCL_4GSG.json
UCL	4HTU	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/4HTU/UCL_4HTU.json
UCL	4HUE	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/4HUE/UCL_4HUE.json
UCL	4HUF	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/4HUF/UCL_4HUF.json
UCL	4HUG	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/4HUG/UCL_4HUG.json
UD5	1ZL3	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UD5/1ZL3/UD5_1ZL3.json
UFP	1DNF	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFP/1DNF/UFP_1DNF.json
UFP	1ICG	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFP/1ICG/UFP_1ICG.json
UFP	1ID9	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFP/1ID9/UFP_1ID9.json
UFP	4GSI	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFP/4GSI/UFP_4GSI.json
UFP	9KCC	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFP/9KCC/UFP_9KCC.json
UFR	1G75	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/1G75/UFR_1G75.json
UFR	1G8N	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/1G8N/UFR_1G8N.json
UFR	1G8U	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/1G8U/UFR_1G8U.json
UFR	1G8V	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/1G8V/UFR_1G8V.json
UFR	3AJJ	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/3AJJ/UFR_3AJJ.json
UFR	3AJK	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/3AJK/UFR_3AJK.json
UFR	3AJL	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/3AJL/UFR_3AJL.json
UMS	1MA8	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/1MA8/UMS_1MA8.json
UMS	1YLS	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/1YLS/UMS_1YLS.json
UMS	1Z7I	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/1Z7I/UMS_1Z7I.json
UMS	3BM0	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3BM0/UMS_3BM0.json
UMS	3C3Z	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3C3Z/UMS_3C3Z.json
UMS	3C5D	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3C5D/UMS_3C5D.json
UMS	3C7R	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3C7R/UMS_3C7R.json
UMS	3DW6	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3DW6/UMS_3DW6.json
UMS	3DW7	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3DW7/UMS_3DW7.json
UMS	3FA1	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3FA1/UMS_3FA1.json
UMS	3HGD	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3HGD/UMS_3HGD.json
UMS	3K18	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3K18/UMS_3K18.json
UMS	3KQ8	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3KQ8/UMS_3KQ8.json
UMS	3LTU	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/3LTU/UMS_3LTU.json
US2	3HG8	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/US2/3HG8/US2_3HG8.json
US2	3IKI	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/US2/3IKI/US2_3IKI.json
USM	3EY1	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/USM/3EY1/USM_3EY1.json
USM	3EY2	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/USM/3EY2/USM_3EY2.json
USM	3EY3	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/USM/3EY3/USM_3EY3.json
USM	4OPK	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/USM/4OPK/USM_4OPK.json
XUA	3IFF	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/XUA/3IFF/XUA_3IFF.json
XUA	4IUF	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/XUA/4IUF/XUA_4IUF.json
ZDU	1Z5T	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/ZDU/1Z5T/ZDU_1Z5T.json
ZDU	2QEF	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/ZDU/2QEF/ZDU_2QEF.json

Summary counts:
RNA: 258
DNA: 256
RNA-protein: 70
DNA-protein: 437
DNA+RNA: 13
DNA+RNA-protein: 5
